SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 1/22/2015
TIME: 4:31 PM

STIMULUS, RESPONSE
 8.959300E+9,   2.720E-1
 8.959400E+9,   2.770E-1
 8.959500E+9,   2.735E-1
 8.959600E+9,   2.814E-1
 8.959700E+9,   2.859E-1
 8.959800E+9,   2.893E-1
 8.959900E+9,   2.923E-1
 8.960000E+9,   2.903E-1
 8.960100E+9,   2.958E-1
 8.960200E+9,   2.978E-1
 8.960300E+9,   3.037E-1
 8.960400E+9,   3.007E-1
 8.960500E+9,   3.072E-1
 8.960600E+9,   3.097E-1
 8.960700E+9,   3.136E-1
 8.960800E+9,   3.171E-1
 8.960900E+9,   3.156E-1
 8.961000E+9,   3.215E-1
 8.961100E+9,   3.240E-1
 8.961200E+9,   3.250E-1
 8.961300E+9,   3.235E-1
 8.961400E+9,   3.315E-1
 8.961500E+9,   3.320E-1
 8.961600E+9,   3.354E-1
 8.961700E+9,   3.364E-1
 8.961800E+9,   3.394E-1
 8.961900E+9,   3.404E-1
 8.962000E+9,   3.448E-1
 8.962100E+9,   3.424E-1
 8.962200E+9,   3.473E-1
 8.962300E+9,   3.503E-1
 8.962400E+9,   3.533E-1
 8.962500E+9,   3.538E-1
 8.962600E+9,   3.547E-1
 8.962700E+9,   3.582E-1
 8.962800E+9,   3.597E-1
 8.962900E+9,   3.632E-1
 8.963000E+9,   3.632E-1
 8.963100E+9,   3.647E-1
 8.963200E+9,   3.686E-1
 8.963300E+9,   3.696E-1
 8.963400E+9,   3.731E-1
 8.963500E+9,   3.701E-1
 8.963600E+9,   3.741E-1
 8.963700E+9,   3.756E-1
 8.963800E+9,   3.770E-1
 8.963900E+9,   3.810E-1
 8.964000E+9,   3.810E-1
 8.964100E+9,   3.830E-1
 8.964200E+9,   3.860E-1
 8.964300E+9,   3.874E-1
 8.964400E+9,   3.869E-1
 8.964500E+9,   3.909E-1
 8.964600E+9,   3.909E-1
 8.964700E+9,   3.924E-1
 8.964800E+9,   3.929E-1
 8.964900E+9,   3.949E-1
 8.965000E+9,   3.964E-1
 8.965100E+9,   3.993E-1
 8.965200E+9,   3.983E-1
 8.965300E+9,   4.008E-1
 8.965400E+9,   4.033E-1
 8.965500E+9,   4.053E-1
 8.965600E+9,   4.068E-1
 8.965700E+9,   4.087E-1
 8.965800E+9,   4.073E-1
 8.965900E+9,   4.087E-1
 8.966000E+9,   4.112E-1
 8.966100E+9,   4.132E-1
 8.966200E+9,   4.117E-1
 8.966300E+9,   4.157E-1
 8.966400E+9,   4.142E-1
 8.966500E+9,   4.157E-1
 8.966600E+9,   4.192E-1
 8.966700E+9,   4.187E-1
 8.966800E+9,   4.221E-1
 8.966900E+9,   4.211E-1
 8.967000E+9,   4.231E-1
 8.967100E+9,   4.236E-1
 8.967200E+9,   4.251E-1
 8.967300E+9,   4.241E-1
 8.967400E+9,   4.276E-1
 8.967500E+9,   4.266E-1
 8.967600E+9,   4.281E-1
 8.967700E+9,   4.276E-1
 8.967800E+9,   4.325E-1
 8.967900E+9,   4.301E-1
 8.968000E+9,   4.315E-1
 8.968100E+9,   4.320E-1
 8.968200E+9,   4.355E-1
 8.968300E+9,   4.365E-1
 8.968400E+9,   4.335E-1
 8.968500E+9,   4.365E-1
 8.968600E+9,   4.385E-1
 8.968700E+9,   4.405E-1
 8.968800E+9,   4.410E-1
 8.968900E+9,   4.405E-1
 8.969000E+9,   4.414E-1
 8.969100E+9,   4.444E-1
 8.969200E+9,   4.419E-1
 8.969300E+9,   4.449E-1
 8.969400E+9,   4.454E-1
 8.969500E+9,   4.459E-1
 8.969600E+9,   4.484E-1
 8.969700E+9,   4.459E-1
 8.969800E+9,   4.479E-1
 8.969900E+9,   4.499E-1
 8.970000E+9,   4.494E-1
 8.970100E+9,   4.489E-1
 8.970200E+9,   4.514E-1
 8.970300E+9,   4.528E-1
 8.970400E+9,   4.519E-1
 8.970500E+9,   4.538E-1
 8.970600E+9,   4.533E-1
 8.970700E+9,   4.538E-1
 8.970800E+9,   4.543E-1
 8.970900E+9,   4.578E-1
 8.971000E+9,   4.558E-1
 8.971100E+9,   4.568E-1
 8.971200E+9,   4.583E-1
 8.971300E+9,   4.568E-1
 8.971400E+9,   4.593E-1
 8.971500E+9,   4.593E-1
 8.971600E+9,   4.613E-1
 8.971700E+9,   4.628E-1
 8.971800E+9,   4.613E-1
 8.971900E+9,   4.632E-1
 8.972000E+9,   4.637E-1
 8.972100E+9,   4.657E-1
 8.972200E+9,   4.642E-1
 8.972300E+9,   4.657E-1
 8.972400E+9,   4.667E-1
 8.972500E+9,   4.677E-1
 8.972600E+9,   4.677E-1
 8.972700E+9,   4.682E-1
 8.972800E+9,   4.687E-1
 8.972900E+9,   4.692E-1
 8.973000E+9,   4.677E-1
 8.973100E+9,   4.712E-1
 8.973200E+9,   4.712E-1
 8.973300E+9,   4.697E-1
 8.973400E+9,   4.697E-1
 8.973500E+9,   4.727E-1
 8.973600E+9,   4.707E-1
 8.973700E+9,   4.712E-1
 8.973800E+9,   4.737E-1
 8.973900E+9,   4.737E-1
 8.974000E+9,   4.722E-1
 8.974100E+9,   4.766E-1
 8.974200E+9,   4.746E-1
 8.974300E+9,   4.751E-1
 8.974400E+9,   4.751E-1
 8.974500E+9,   4.771E-1
 8.974600E+9,   4.776E-1
 8.974700E+9,   4.761E-1
 8.974800E+9,   4.786E-1
 8.974900E+9,   4.781E-1
 8.975000E+9,   4.796E-1
 8.975100E+9,   4.801E-1
 8.975200E+9,   4.796E-1
 8.975300E+9,   4.796E-1
 8.975400E+9,   4.781E-1
 8.975500E+9,   4.821E-1
 8.975600E+9,   4.821E-1
 8.975700E+9,   4.806E-1
 8.975800E+9,   4.821E-1
 8.975900E+9,   4.821E-1
 8.976000E+9,   4.841E-1
 8.976100E+9,   4.791E-1
 8.976200E+9,   4.841E-1
 8.976300E+9,   4.836E-1
 8.976400E+9,   4.831E-1
 8.976500E+9,   4.855E-1
 8.976600E+9,   4.841E-1
 8.976700E+9,   4.846E-1
 8.976800E+9,   4.870E-1
 8.976900E+9,   4.875E-1
 8.977000E+9,   4.865E-1
